Review Teks;Rating;Label;;;;;;;
Aslinya bintang 5, tp gara-gara iklan podcast horor jadi aku kurangin bintangnya, wkwk. Lebih suka iklan bunga dan kumbang, lebih merdu tiwas iklan podcast horor. Mana itu podcast mau di un-like berapa kalipun juga tetep muncul, harusnya sistemnya ga gini. Jangan diulangi ya lain kali.,4;4;Positive;;;;;;;
untuk aplikasinya bagus, tapi tolong untuk pihak spotify, iklannya di filter jangan podcast horor terus, karena saya merasa tidak nyaman dengan iklan podcast horor dan saran saya di ganti dengan iklan lain agar pendengar lebih nyaman ketika mendengarkan musik 🙏🙏,1;1;Negative;;;;;;;
Untuk aplikasinya si bagus tetapi pada saat saya mau beli paket premium tiba tiba jaringan jelak padaha pas saya buka yang lain kok masih bagus saya gak tau apa ini eror tau apa jadi tolong di perbaiki secepatnya supaya saya nyaman memakai aplikasi ini dan satu lagi pas mau beli premium satu bulan banyak kali pertanyaan tentang sekolah gak bisa langguang saja tanpa pertanyaan seperti itu soalnya seperti saya sedang di tanya kepribadian saya jadi tolong di pertimbangkan masalah yang dua itu yaaaa,2;2;Negative;;;;;;;
Sering mw beli premium tdak bisa,selalu minta coba lagi sampai akhirnya menyerah, tapi kalau tidak premium lagu rekomendasiannya jauh banget dari genre yang di dengar,ga seperti dulu ksih genre yang sejenis,,5;5;Positive;;;;;;;
"Spotify bohong kah, perasaan di iklannya ""dengarkan musik secara gratis"", isinya rata rata berbayar, apalagi yang mode shuffle, sangat menggangu sekali, saya ingin mendengarkan lagu playlist saya, malah yang di putar lagu lain, kalau mau off shuffle harus bayar, kalo gitu namanya bukan gratis,1";1;Negative;;;;;;;
"Spotify seharusnya lebih fokus pada peningkatan kualitas pemutaran musik dengan mengoptimalkan algoritma buffering. Selain itu, mungkin mereka bisa menambahkan opsi ""offline mode"" yang lebih efisien untuk membantu mengatasi masalah jaringan.,5";5;Positive;;;;;;;
Parah nih aplikasi kebanyakan iklan. Udah gitu klo mau muter lagu harus ikut premium Mulu, maksa banget, noo good aplikasinya. Enakan joox or soundcould gak ada iklan muter share lagu bebas.,1;1;Negative;;;;;;;
Secara keseluruhan aplikasi ini cukup baik, sangat baik malah. Tetapi ada salah satu iklannya yang mengganggu dan membuat pendengar menjadi tidak nyaman (konten horor). Menurut saya hal tersebut perlu diperbaiki dan mendapatkan perhatian serius dari developer, agar dapat memilah iklan yang lebih relevan bagi para pendengar.,2;2;Negative;;;;;;;
Kalo buat iklan aku masih maklumi karna gak premium, tapi tolong lah masa mau puter lagu yang kita mau aja harus premium padahal sebelumnya bebas mau puter lagu apa aja, ini kesan nya malah terlalu maksa buat premium. Please balikin kayak awal aja,1;1;Negative;;;;;;;
iklannya tolong difilter ya, tidak semua bisa dengar podcast horror (termasuk saya). overall bagus, cuma itu iklannya. kalau bisa pengguna kasih survey supaya bisa memfilter iklannya, banyak yg terganggu karna iklan horrornya,1;1;Negative;;;;;;;
Aplikasi bagus lagunya juga enak di denger nya cuma ada yang kurang iklan nya tolong di kurangin setiap dengerin musik atau podcast iklan terus kadang pas lagi denger lagu tiba tiba ada iklan Sama buat di Spotify itu bisa di kasih filter suara gak/efek suara sama buat yang rekomendasi lagu/podcast yang udah siap di putar gak harus cape ² cari lagu dulu baru bisa dengerin lagu yang di sarankan saya kasih bintang 5 buat aplikasi ini karena bagus cuma di masalah tadi doang,5;5;Positive;;;;;;;
Saya kasih bintang 1 dulu, dikarenakan spotify semakin aneh, tidak seperti dulu lagi, sekarang kita tidak bisa memilih lagu sesuka hati dan tidak bisa memindahkan ke lagu yang lain dengan suka hati, sekarang harus sistem Premium agar semua kembali normal seperti awal, saya merasa kecewa terhadap update satu itu, kenyamanan saya dalam memutar musik di spotify manjadi hancur, saya sarankan untuk ubah menjadi normal seperti biasa, agar semua orng bisa merasakan kebahagiaan dalam memutar musik thks.,1;1;Negative;;;;;;;
Baru 2 lagu udh iklan, kebanyakan iklan mana iklannya lama lg kan jadi gk mood. Sekarang kenapa jadi sering '' Tidak dapat memuat lirik untuk lagu ini''?? padahal semua saran udh d lakuin tapi ttp aja kyk gituuu,1;1;Negative;;;;;;;
Sangaaatt bagusss, bisa mendengar musik secara online tanpa ribet ribet download lagu lagi di HP, tidak lag dan sangat complete lagu lagunya!!!,5;5;Positive;;;;;;;
sudah 3 tahunan memakai Spotify dan tetep nyaman dengan Spotify, tapi sayangnya setelah pembaharuan versi ini terkadang selalu force close ketika saya membuka aplikasi lain secara bersamaan seperti discord dan games. semoga developer segera memperbaiki ini, terima kasih ✨,5;5;Positive;;;;;;;
Kalau soal iklan gw masih relate kan wajar, tapi ada 2 hal yang sangat mengganggu sampai harus pake bajakan itu cuman gabisa putar lagu sebelumnya dan gabisa atur waktu lagunya,5;5;Positive;;;;;;;
Selebihnya bagus, tapi premium lu kacau banget. Beli paket seminggu buat dengerin playlist malah yang diputer gak sesuai lagu di playlistnya. Apa harus upgrade ke premium bulanan biar gak kaya gitu? Dasar kapitalis!,4;4;Positive;;;;;;;
Tidak jelas aplikasinya , padahal kemarin lancar , saya ingin menyetel lagu favorit malah muncul lagu yang tidak enak , mana tidak bisa pindah lagu lagi , udah bintang 1 saja.,1;1;Negative;;;;;;;
"Aplikasi bagus, tapi kenapa sekarang banyak lirik yg ga bisa di muat, padahal di bawah lagunya jelas tertera ""LYRICS"" tapi banyak lagu lagu yg dulunya biasa saya play ada liriknya sekarang malah ga ada, ""tidak dapat membuat lirik untuk lagu ini"" Ataukah cuman di HP saya, saya mohon kepada developer supaya bisa di cari tau kesalahanya dan saya bisa menikmati musik sesungguhnya,4";4;Positive;;;;;;;
Aplikasi musik terbaik yg AQ punya, pemutaran musik gratis bisa skip musik...cuma akhir² ini ada beberapa lagu yg dulu lirik nya ada kenapa sekarang nggak ada,AQ tim yg dengerin musik sambil baca lirik Sangat kecewa dengan Spotify yg sekarang.,3;3;Negative;;;;;;;
Spotify merupakan Aplikasi music yang mudah di paham dan digunakan sehingga dalam pencarian music yang kita sukai lebih gampang. Karena bank music nya lebih banyak. Lanjutkan terus berkarya Spotify,5;5;Positive;;;;;;;
Dulu Spotify setiap dengerin lagu selalu ada lirik lagunya, tapi setelah di update setiap mau dengerin lalu ga pernah ada lirik nya selalu ga tersinkron padahal koneksi sudah bagus, mohon update selanjutnya di tindak lanjuti lagi,3;3;Negative;;;;;;;
Aplikasi untuk mendengarkan musik yg sangat baik, banyak sekali berbagai macam pilihan genre yg bisa kita dengarka. Dan ada pula podcast jadi bisa menemani kita saat di perjalanan,5;5;Positive;;;;;;;
Yang bener aja lah, orang mau buka paket premium malah gabisa dibuka, gimana caranya mau denger lagu bebas tanpa batas kalo paketnya aja gabisa di buka, ujung² nya ga premium, tau sendiri kebijakan ga premium dibatesin denger lagunya, apa enaknya kalo kaya gini, dibenerin lagi lah sistemnya.,3;3;Negative;;;;;;;
Apasi bisa gak gausah di batasi dalam memilih lagu. Iya gue tau kalo mau bebas milih lagu harus premium, tapi kan sebelumnya yang gak premium bisa bebas milih lagu, kok sekarang malah jadi fitur khusus premium? Spotify makin lama makin gajelas, apa apa harus premium. Terus lirik lagu juga banyak yang hilang padahal jaringan sudah bagus. Gue ga masalah kalo spotify banyak iklan, yang penting gue bisa bebas milih lagu kayak dulu lagi😊,1;1;Negative;;;;;;;
"Kenapa Gabisa Login yaa?, Selalu pas login harus ngulang karena gak bisa, Padhala ""udah bener"" dari Email & Pw, Trus juga sama aku udah coba login ke Browser Bisa, Tapi pas di Aplikasi Spotify gabisa, Padahal pengen banget bisa dengerin lagu Spotify..,2";2;Negative;;;;;;;
Dengan segala hormat , menurut saya ini aplikasi yg bagus , untuk iklan nya juga standar dan tidak berlebihan , kalo ada yg berkomentar tentang terlalau banyak iklan lebih baik berfikir bahwa sudah bagus bisa dengar lagu gratis , jika tidak suka iklan get spotify premium lah jangan asal hujat defoloper , untuk masalah apk ini ada di lagu yg sedang di putar tiba tiba stop atau hilang secara random time , dan juga pengelompokan suatu genre lagu juga agak terlalu aja dan tidak relevan , itu saja,3;3;Negative;;;;;;;
Ni kok makin lama makin ga enak ya pake spotify, yang pertama iklannya setiap 1/2 lagu, ga kaya sebelumnya yang biasanya 30 menit lagu baru setelah itu ada iklan. Lalu yang kedua lirik lagunya tidak ada, padhal saya sudah hapus file sampah, hapus data, bahkan instal ulang, tapi tetap saja lirik lagunya tidak ada padahal jaringannya bagus..,2;2;Negative;;;;;;;
Sebenarnya apk Spotify ini bagus, tp knp semuanya harus premium sih? Nggk cukup kah premium nya? Padahal udh enak bisa milih lagu sesuai keinginan kita sendiri. Masa iya hrus nunggu ampe besok biar bisa milih lagu lagi? Haruskah beli premium? Yg make Spotify free jd nggk nyaman, tp yaudah gw trima aj. Tlg y di perbaiki lg.,2;2;Negative;;;;;;;
Karena saya orangnya benci hal-hal yang lemot dan banyak ribet, jadi saya kasih bintang 1. Karena apa? Karena apknya terlalu lemot dan kebanyakan bug, juga ada iklan disetiap pergantian lagu. Kalo ini bisa diperbaiki, mungkin ratingnya akan naik. Dan tolong, jangan seolah-olah pengguna premium adalah segalanya karena dengan sekali dalam beberapa lagu saja sudah membuat pengguna pusing,1;1;Negative;;;;;;;
Spotify tolong di perbaiki masalah ketika masuk, masa ini saya mau dengerin musik loading terus padahal sinyal saya 4G+ aneh aplikasinya. Tolong perbaiki lagi,1;1;Negative;;;;;;;
Hallo spotify, aku udah langganan premium loh, jd please untuk lirik lagu korea kasih tulisan yg bisa aku baca ya karna aku ga bisa baca tulisan korea, please please biar aku bisa ikutan nyanyi pas dengerin musik. Percuma premium tp aku nyanyinya ngang ngong ngang ngong 😭,3;3;Negative;;;;;;;
Minusnya : 1. Masalah Suffle urutan jangan lah di buat premium. 2. Iklan, malah numpuk jadi males mau muter mp3 nya 3. Jangan parah juga lah banyak iklan,2;2;Negative;;;;;;;
"Hello developer, sya kasih bintang 2 ya karna apa? ya... dulu memang aku kasih bintang 5 sekarang aku turunkan karna saya kecewa berat.. alasannya? kenapa pas di update musicnya tidak putar sesuai urutan kaya dulu!? Kenapa developer pelis sya lebih enak dengerin lagu pas ""PUTAR SESUAI URUTAN"" tapi kok di ganti jadi pembayaran gitu!? nah disitu sya ga setuju dong yg dulunya enak dengerin sekarang jadi random lagunya kaya tak enak aja gitu, SAYA MOHON KEMBALIKAN PUTAR SESUAI URUTAN KAYA DULU!!🙏,2";2;Negative;;;;;;;
Gimana nih masa gak bisa masuk spotify, ad “Jutaan lagu gratis” muncul pas buka.. Tapi gak bisa masuk Ad pilihan *Coba gratis*, *lanjutkan dengan google*, *lanjutkan dengan facebook*, *masuk* aku nyoba gratis, lanjut pake google, masuk tetep gak bisa padahal password emailny bener.. Tolong donkkkkkk,1;1;Negative;;;;;;;
lawak,masa makin banyak lagu yang gaada liriknya,padahal sebelum nya ada. apa sekarang apa apa harus premium? sekarang spotify turun bgt kualitasnya. kecewa,padahal saya download Spotify agar bisa mendengar kan lagu sambil melihat lirik,kalau denger lagu doang saya bisa dengan di platform lain.,1;1;Negative;;;;;;;
untuk semua lagu nya bagus tapi saat ini saya ingin membahas tentang iklan, tolong banget yah tolong kalo kasih iklan itu jangan yang serem² kadang udh tengah malam muncul iklan serem tuh kyk apa yah ganggu bngt,4;4;Negative;;;;;;;
Maaf ya, saya suka pake apl ini, saya juga pulang kerja malem² slalu denger lagu dijalan pke apl ini. Tapi tolong kondisikan iklan² podcast yg horror² apa ga ngotak ya, org dengerin lagu buat ngilangin rasa takut dijalan, ini mlah ditakutin, jadi ga percaya lagi sm apl ini.,2;2;Negative;;;;;;;
Halo, Spotify! Saya sering menemukan lagu tanpa lirik, padahal setahu saya lagu tersebut telah disertai lirik, tetapi sekarang lirik tersebut tidak ada. Saya mohon sediakan liriknya. Saya juga mohon volume suara antara iklan dan lagu lainnya disamakan. Saya sering terkejut dengan volume suara iklan yang lebih keras daripada lagu yang saya putar, padahal saya tidak mengubah volume suara pada perangkat saya. Situasi itu sangat tidak nyaman. Tolong ya! Terima kasih.,3;3;Positive;;;;;;;
apasi spotify sekarang apa-apa premium, kalo iklan doang mah ga masalah lah ini mau dengerin lagu sesuai playlist aja harus premium juga, kadang ngga bisa memuat lirik lagunya.,5;5;Positive;;;;;;;
Bagus ⭐⭐⭐⭐⭐. Saya setiap mendengarkan spotify di HP pasti buka dulu spotify di PC yang sudah dimodif. Alhasil tidak ada iklan wkekwkwkkw... Makasih ya hehehe untuk kedua belah pihak yang bisa dimodif dan spotify untuk tetap begini...,5;5;Positive;;;;;;;
sangat senang sekali dengan mendengar lagunya kita menjadi terhibur. Tetapi, kekurngannya adalah sering banyak iklan dan untuk menghilangkan iklan ny hatus mrmakai spotify premium. Tapi saya sangttt sangattt sukaa😍😍😍,5;5;Positive;;;;;;;
Aku cuma ngasih saran kalau bisa jangan terlalu sedikit membatasi pemutaran playlist yang di inginkan pengguna dan memutar lagi berikutnya juga sama,kalau cara seperti itu mungkin lama kalamaan peminkmat spotify akan berpindah ke aplikasi lain...contoh sederhana kaya jookzzz,untuk fitur-fitur yang lain ok lahh dan lagu juga lumayan komplit walaupun kadang lagu yang kita cari gak ada,3;3;Negative;;;;;;;
"knp saya klo ingin mendengarkan musik menggunakan data selalu saja ada tulisan seperti""tidak ada koneksi internet"" padahal data ada isinya,dan ketika memakai WiFi bisa tolong di perbaiki ini!!!!!,1";1;Negative;;;;;;;
Aplikasinya lemot banget jadi terkesan berat. Mau buka koleksi lagu aja loading-nya seabad. Padahal aku selalu streaming, gak di-download jadi harusnya gak ada data yang numpuk. Harusnya lebih ringan. Ini nggak. Mau buka perpustakaan, playlist, bahkan tinggal klik mau play aja lama banget nyalanya. Tolong segera diperbaiki ya. Terima kasih 🙏🏻,2;2;Negative;;;;;;;
dlu bagus, skrng pas di-update jelek, bnyk yg ga bisa buka lirik, trus iklan juga bnyak baget astaghfirullah... bisa dua kli, klo premium jg kdg pilih yg di playlist malah loncat ke lagu random yg ga msuk playlist, aneh!,1;1;Negative;;;;;;;
Mohon maaf sebelumnya, Bolehkan kalau malam hari jangan ada iklan yang mengandung unsur horror? apalagi buat yang insomnia sangat tidak dianjurkan, ketakutan yang berbeda dari setiap orang. Saya sendiri prefer bahwa memutar spotify untuk ketenangan, merilekskan, dan tidak berfikir kearah negatif, tapi malah dibelok kan ke iklan horror.. Mohon perbaikannya!!!!,4;4;Positive;;;;;;;
"Saat ingin membeli premium selalu terjadi masalah, saat saya ingin membayar, memasukan nomor dan menekan tombol ""lanjut kan pembayaran"" tiba tiba balik ke menu utama. Mudah mudahan masalah ini bs di perbaiki,2";2;Negative;;;;;;;
tolong dong diperbaikin ini sistem nya, masa setelah bbrp hari yang lalu update malah bikin ga nyaman sih 😩 sebelum nya bisa masukin lagu yang sama di 1 playlist sekarang malah gabisa, tau gitu gue ga update dah waktu itu 🙄 tolong diperbaikin yaa biar sama sama enak.,2;2;Negative;;;;;;;
"Bagus sekali tapi pas aku nggak punya kuota padahal musik nya udah aku simpan tapi kok nggak bisa di buka lagi musik nya terus ada tulisan ""maaf anda menemukan fitur premium "" Padahal aku simpan musik yang gratis,5";5;Positive;;;;;;;
Gila ya. Sinyal lancar, jaringan lancar, memori dan cache sudah di hapus. Tetep aja gbisa diakses. Lagi error apa gimana? Jangan suruh update aplikasi. Udh versi terbaru di update. Jangan tanya premium atau engga. Udh premium kok. Bakal diubah bintang kalo udh ada respon penjelasan yang masuk akal,1;1;Negative;;;;;;;
tolong di perbaiki segera! kok ini lagu semua ga bisa di putar dan semua lagu favorite hilang? kenapa spotify selalu begitu? bikin kesel tau gak? woi kok ini ga bisa lagiii???? perbaiki lah woiii!!!!,1;1;Negative;;;;;;;
Masalah iklan saya gak terlalu bermasalah, ya, maklum karena pakai yang free. Tapi entah kenapa sejak di upgrade ada beberapa (banyak) lagu yang liriknya gak muncul padal sebelum di upgrade ada. Mohon diperbaiki itu yang sangat menggangu menurut saya. Terimakasih,2;2;Negative;;;;;;;
"kok sekarang kalo buka Spotify sering banyak bug ya kaya ""tidak ada koneksi internet"" padahal internet nya lancar² aja bisa buka tik to k , yt tp kalo buka Spotify loading tolong di benerin lagi!,2";2;Negative;;;;;;;
Awal pakai seneng banget bisa dengerin lagu sambil menghafal liriknya, dan sekarang cuma bisa dengerin lagu doang, sudah tidak bisa sambil membaca lirik lagunya, mungkin bug atau memang sudah dihapus fiturnya, dan pengguna non-premiun tidak usah banyak harapan, Spotify semakin mengecewakan !!🥲,2;2;Negative;;;;;;;
menurut aku yg udah lumayan lama pake spotify buat dengerin musik bagus tampilan nya juga simple ngga ribet, tapi sekarang ko lirik lagunya sebagai ada yg ngga ada liriknya yaa? trs sama iklan horor nya rada di sedikitin rada parno soalnya hhe selebihnya sihh udah bagus🤩,4;4;Positive;;;;;;;
kurangin iklan nya, buat kami pendengar musik terutama yang tidak premium sangat menyangkan hal tersebut. setelah update malah iklan nya semakin banyak,2;2;Negative;;;;;;;
